test_name,flakyStatus,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,numAsserts,numCoveredLines,ExecutionTime,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
org.apache.hadoop.hbase.stargate.model.testrowmodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,0,0.002,5,3,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.io.hfile.testlrublockcache.testresizeblockcache,0,1,0,1,0,1,0,0,0,9,6,0.018,17,9,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.filter.testfilter.testcolumnpaginationfilter,0,0,0,0,0,1,0,0,0,0,34,0.477,218,62,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testminorcompactingstorescanner.testdeleteversion,0,1,0,0,0,1,0,0,0,5,9,0.936,63,17,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testscanwildcardcolumntracker.testcheckcolumn_ok,0,0,0,0,0,1,0,0,0,1,14,0.984,37,7,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.client.testadmin.testemptyhhtabledescriptor,0,0,0,0,1,0,0,0,0,0,9,0.012,72,20,0,0,1,1,1,1,3,3,0
org.apache.hadoop.hbase.io.hfile.testhfile.testemptyhfile,0,1,0,0,0,1,0,0,1,2,7,0.077,48,11,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.util.testbytes.testtolong,0,0,0,1,0,0,0,0,0,1,2,0.002,7,2,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.stargate.model.testcolumnschemamodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testscandeletetracker.testdelete_keepdelete,0,0,0,1,0,1,0,0,0,1,5,0.074,11,5,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.stargate.model.testversionmodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,1,0.016,3,2,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.util.testbytes.testincrementbytes,0,1,0,0,0,0,0,0,0,17,6,0.002,22,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.io.hfile.testseekto.testblockcontainingkey,0,1,0,0,0,1,0,0,0,10,16,0.148,87,19,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.client.testhtablepool.testclosetablepool,0,1,1,1,1,1,0,0,1,2,43,5.372,612,161,1,1,1,2,2,2,3,3,0
org.apache.hadoop.hbase.regionserver.testhregion.testincrementcolumnvalue_addingnew,0,1,0,1,0,1,0,0,0,2,13,0.198,119,38,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testdeletecompare.testdeletecompare_multiple,0,1,0,0,0,1,0,0,0,2,28,0.003,56,8,0,0,1,1,1,1,3,3,0
org.apache.hadoop.hbase.testserialization.testkeyvalue2,0,1,0,0,0,1,0,0,0,3,11,0.054,23,6,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueuesmallblockedgecase,0,1,0,1,0,1,0,0,0,10,36,0.001,69,6,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testretainsdeletefamily,0,1,0,1,0,1,0,0,0,2,8,0,33,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testdelete_checktimestampupdated,0,1,0,1,0,1,0,0,0,2,13,0.198,106,32,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.model.testtablelistmodel.testfromxml,0,0,0,0,0,0,0,0,0,0,1,0.215,4,3,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.filter.testprefixfilter.testprefixonrow,0,0,0,0,0,1,0,0,0,0,2,0.008,4,3,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.client.testshell.testrunshelltests,0,0,0,0,0,0,0,0,0,0,17,31.154,887,219,1,1,1,2,2,2,2,2,0
org.apache.hadoop.hbase.regionserver.testkeyvalueskiplistset.testdescendingiterator,0,1,0,1,0,1,0,0,0,6,13,0.019,39,8,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testdeleteversionsmixedandmultipleversionreturn,0,1,0,0,0,1,0,0,0,4,14,0.002,96,25,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.io.hfile.testhfile.testheapsizeforblockindex,0,0,1,0,0,1,0,0,0,1,9,0.071,38,4,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testserialization.testdelete,0,1,0,0,0,1,0,0,0,3,14,0.075,43,8,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.io.hfile.testcachedblockqueue.testqueue,0,1,0,1,0,1,0,0,0,9,33,0.743,66,6,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testscantimerange,0,1,0,0,0,1,0,0,0,9,33,0.01,78,19,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.filter.testpagefilter.testserialization,0,0,0,0,0,1,0,0,0,0,3,0.031,13,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.metrics.testmetricsmbeanbase.testgetmbeaninfo,0,0,0,0,0,0,0,0,0,1,3,1.055,8,4,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.filter.testfilter.testqualifierfilter,0,0,0,0,0,1,0,0,0,0,16,0.597,244,67,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testprefixfilter,0,0,0,0,0,0,0,0,0,0,9,2.495,282,79,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.metrics.testmetricsmbeanbase.testgetattribute,0,1,0,0,0,1,0,0,0,6,14,0.014,19,4,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.client.testfromclientside.testsupersimple,0,0,0,0,0,1,0,0,1,1,45,5.385,505,139,0,1,1,2,2,2,3,3,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_wildcard_frommemstore_enforceversions,0,1,0,1,0,1,0,0,0,2,13,0.237,117,43,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testfilterlist,0,0,0,0,0,1,0,0,0,0,19,0.404,236,71,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.mapreduce.testsimpletotalorderpartitioner.testsplit,0,1,0,1,0,1,0,0,0,9,28,1.236,63,9,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.model.testcolumnschemamodel.testfromxml,0,0,0,0,0,0,0,0,0,0,1,0.323,9,2,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testincrementcolumnvalue_concurrentflush,0,0,0,1,0,1,0,0,0,1,11,0.203,108,40,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testdelete_mixed,0,1,0,1,0,1,0,0,0,6,14,0.259,136,43,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testcheckandput_thatputwaswritten,0,1,0,1,0,1,0,0,0,3,17,0.247,124,40,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testwhilematchfilterwithfilterkeyvalue,0,0,1,0,0,1,0,0,0,1,15,0.41,212,66,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testincrementcolumnvalue_updatingfromsf,0,1,0,1,0,1,0,0,0,2,14,0.199,178,54,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testgetscanner_withnofamilies,0,1,0,1,0,1,0,0,0,2,12,0.332,124,43,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testgetwithdeletecolumn,0,1,0,1,0,1,0,0,0,3,25,0.001,54,12,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.client.testfromclientside.testweirdcachebehaviour,0,1,0,0,1,1,0,0,0,8,37,5.671,564,161,0,1,1,2,2,2,3,3,0
org.apache.hadoop.hbase.client.testfromclientside.testaddkeyvalue,0,1,0,0,0,1,0,0,0,2,17,0.011,28,6,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.filter.testfilterlist.testmpone,0,1,0,0,0,0,0,0,0,13,3,0.271,52,19,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testquerymatcher.testmatch_explicitcolumns,0,1,1,0,0,1,0,0,0,2,20,0.087,86,21,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testinclusivestopfilter.testserialization,0,0,0,0,0,1,0,0,0,0,5,0.026,14,3,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testgetwithdelete,0,1,0,1,0,1,0,0,0,3,26,0.009,57,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.master.testoldlogscleaner.testlogcleaning,0,1,0,0,0,0,0,0,0,3,0,2.845,10,6,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.testserialization.testresultdynamicbuild,0,1,0,0,0,1,0,0,0,5,21,0.045,48,11,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testkeyvalueheap.testseek,0,1,1,1,0,0,0,0,0,2,31,0.078,95,17,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.auth.testjdbcauthenticator.testgetdisableduser,0,1,0,0,0,1,0,0,1,4,5,0.001,13,3,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.stargate.model.testscannermodel.testfrompb,0,0,0,0,0,0,0,0,0,0,1,1.079,31,6,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.testkeyvalue.testmorecomparisons,0,1,0,0,0,1,0,0,0,5,4,0.002,30,10,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testget_empty,0,0,0,0,0,1,0,0,0,1,8,0.253,78,31,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testwildcardcolumntracker.testupdate_mixedcolumns,0,1,1,0,0,1,0,0,0,2,39,0.082,61,5,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testdeletefamily_postinsert,0,0,0,0,0,1,0,0,0,0,16,0.236,151,52,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testwildcardttlscan,0,1,0,0,0,1,0,0,0,10,19,0.003,54,18,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testexplicitcolumntracker.testget_singleversion,0,0,1,0,0,0,0,0,0,0,18,0.084,42,8,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testkeyvalue.testcolumncompare,0,1,0,0,0,1,0,0,0,6,15,0,29,4,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testget_memstoreandsnapshot,0,1,0,1,0,1,0,0,0,4,27,0.009,55,18,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testgetdeletetracker.testupdate_comparedeletes,0,1,0,0,0,0,0,0,0,20,42,0.081,66,9,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testdeletecompare.testdeletecompare_delete,0,1,0,0,0,1,0,0,0,2,21,0.006,49,8,0,0,1,1,1,1,3,3,0
org.apache.hadoop.hbase.util.testbase64.testbase64,0,0,0,0,0,0,0,0,0,1,5,0.83,11,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testkeyvaluescanfixture.testkeyvaluescanfixture,0,1,0,0,0,1,0,0,0,14,21,1.116,74,14,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testincrementcolumnvalue_updatinginplace,0,1,0,1,0,1,0,0,0,3,14,0.279,122,38,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.model.teststorageclusterstatusmodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,1,0.522,5,4,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testscanacrosssnapshot,0,1,1,1,0,1,0,0,0,8,4,0.392,37,21,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.util.testkeying.testuri,0,0,0,0,0,0,0,0,0,0,4,0.046,7,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.testserialization.testcomparefilter,0,0,0,0,0,1,0,0,0,1,4,0.222,86,10,0,0,0,0,1,1,2,2,0
org.apache.hadoop.hbase.client.testadmin.testtablenotfoundexceptionwithoutanytables,0,0,0,0,1,0,0,0,0,0,18,0.008,186,67,0,0,1,1,1,1,3,3,0
org.apache.hadoop.hbase.stargate.model.testversionmodel.testfrompb,0,0,0,0,0,0,0,0,0,0,1,1.715,28,6,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.util.testbytes.testtofloat,0,0,0,1,0,0,0,0,0,1,2,0.006,7,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.testserialization.testresultarrayempty,0,1,0,0,0,1,0,0,0,2,24,0.066,27,3,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testregionscanner_next,0,1,0,1,0,1,0,0,0,2,13,0.249,117,43,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_wildcard_frommemstoreandfiles_enforceversions,0,1,0,1,0,1,0,0,0,2,15,0.299,184,59,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.model.teststorageclusterstatusmodel.testfrompb,0,0,0,0,0,0,0,0,0,0,1,1.023,73,12,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_deleteonefamilynotanother,0,1,0,1,0,1,0,0,0,2,15,0.243,112,46,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testdeletecompare.testdeletecompare_deletecolumn,0,1,0,0,0,1,0,0,0,2,25,0.919,86,15,0,0,1,1,1,1,3,3,0
org.apache.hadoop.hbase.io.hfile.testhfile.testcomparator,0,0,0,0,0,1,0,0,1,0,7,0.105,58,12,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.stargate.model.testtableinfomodel.testfrompb,0,0,0,0,0,0,0,0,0,0,1,1.347,43,9,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.stargate.model.testcellmodel.testfrompb,0,0,0,0,0,0,0,0,0,0,1,1.006,22,6,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.testserialization.testhmsg,0,1,0,0,0,1,0,0,0,2,9,0.186,63,16,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.testhmsg.testlist,0,1,0,0,0,1,0,0,0,5,15,0.032,42,6,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testwildcardcolumntracker.teststackoverflow,0,0,0,0,0,1,0,0,0,0,6,0.534,18,5,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.client.testfromclientside.testgetconfiguration,0,0,0,0,0,0,0,0,0,1,35,5.459,703,185,1,1,1,2,2,2,2,2,0
org.apache.hadoop.hbase.regionserver.testscandeletetracker.testdeletecolumn_delete,0,0,0,1,0,1,0,0,0,1,8,0.069,16,5,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.testserialization.testkeyvalue,0,0,0,0,0,1,0,0,0,1,7,0.069,58,15,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.io.hfile.testhfileseek.testseeks,0,0,1,0,0,1,0,0,0,0,6,13.413,99,25,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testbinary,0,0,0,0,0,0,0,0,0,1,0,0.024,78,16,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.io.hfile.testhfile.testcompressionordinance,0,1,0,0,0,0,0,0,0,2,0,0.057,18,9,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_explicitcolumns_fromfilesonly_enforceversions,0,1,0,1,0,1,0,0,0,2,15,0.294,188,60,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.client.testfromclientside.testnull,0,1,0,0,0,0,0,0,1,3,31,5.455,465,136,0,1,1,2,2,2,3,3,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_wildcard_fromfilesonly_enforceversions,0,1,0,1,0,1,0,0,0,2,15,0.301,183,59,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testkeyvalueskiplistset.testheadtail,0,1,1,1,0,1,0,0,0,4,15,0.001,62,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testskipcolumn,0,1,0,0,0,1,0,0,0,8,14,0.004,57,19,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.stargate.auth.testhbcauthenticator.testgetdisableduser,0,1,0,0,0,1,0,0,1,4,5,0,10,3,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.io.testhbaseobjectwritable.testreadobjectdatainputconfiguration,0,1,0,0,0,0,0,0,0,10,9,1.99,93,7,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testdelete_checkfamily,0,1,0,0,0,1,0,0,0,2,16,0.211,102,31,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.io.testheapsize.testnativesizes,0,1,1,0,0,0,0,0,0,14,0,0.159,24,2,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testquerymatcher.testmatch_wildcard,0,1,1,0,0,0,0,0,0,2,23,0.077,47,13,0,0,0,0,0,0,2,2,0
org.apache.hadoop.hbase.regionserver.testwildcardcolumntracker.testget_singleversion,0,1,1,0,0,1,0,0,0,2,24,0.943,57,8,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testcolumnpaginationfilter.testserialization,0,0,0,0,0,0,0,0,0,0,0,0.11,49,14,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.util.testbytes.testnullhashcode,0,0,0,0,0,0,0,0,0,1,3,0.003,6,1,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.io.hfile.testhfile.testtfilefeatures,0,0,0,0,0,0,0,0,0,0,2,0.264,70,18,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testsnapshotting,0,0,0,0,0,1,0,0,0,1,6,0.125,21,9,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.util.testrootpath.testrootpath,0,1,0,0,0,0,0,0,0,3,0,0.141,2,2,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.stargate.auth.testhbcauthenticator.testgetadminuser,0,1,0,0,0,1,0,0,1,4,5,0.001,10,3,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.stargate.model.testtableschemamodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,6,0.038,23,4,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.testserialization.testput2,0,1,0,0,0,1,0,0,0,3,14,1.021,92,17,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testdeletedrowthengoodrow,0,1,0,0,0,1,0,0,0,6,13,0.294,84,25,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testinclusivestopfilter,0,0,0,0,0,1,0,0,0,0,14,0.557,203,62,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testscansametimestamp,0,1,0,0,0,1,0,0,0,3,9,0.002,48,19,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testminorcompactingstorescanner.testdeletefamiliy,0,1,0,0,0,1,0,0,0,16,21,0.003,83,17,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testcheckandput_withwrongvalue,0,0,0,1,0,1,0,0,0,1,11,0.291,115,39,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testscandeletetracker.testdelete_deletecolumn,0,0,0,1,0,1,0,0,0,1,9,0.089,17,5,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.client.testhtablepool.testtablewithbytearrayname,0,1,0,1,0,0,0,0,0,2,14,0.034,667,183,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testmerge,0,1,1,1,0,1,0,0,0,2,17,6.201,222,65,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testdeletefamily,0,1,0,0,0,1,0,0,0,6,10,0.017,50,18,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testgetnextrow,0,1,1,1,0,1,0,0,0,5,5,0.244,48,22,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.client.testfromclientside.testfilteracrossmutlipleregions,0,1,0,0,1,1,0,0,1,7,47,55.898,847,184,1,1,1,2,2,2,3,3,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testwildcardoneversionscan,0,1,0,0,0,1,0,0,0,4,9,0.015,45,18,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testmemstore.testretainsdeleteversion,0,1,0,1,0,1,0,0,0,2,8,0.007,33,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testzookeeper.testclientsessionexpired,0,0,0,0,1,0,0,0,0,0,18,15.114,677,183,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testpagefilter,0,0,0,0,0,1,0,0,0,0,15,0.381,215,62,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testgetdeletetracker.testisdeleted_deletefamily,0,0,0,1,0,0,0,0,0,1,5,0.076,15,5,0,0,0,0,0,0,2,2,0
org.apache.hadoop.hbase.filter.testfilterlist.testordering,0,1,0,0,0,1,0,0,0,10,12,0.007,54,7,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.io.hfile.testlrublockcache.testcacheevictionthreepriorities,0,1,0,1,0,1,0,0,0,26,6,1.034,43,10,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testgetscanner_withnotokfamilies,0,0,0,0,0,1,0,0,0,1,14,0.277,88,27,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.zookeeper.testhquorumpeer.testmakezkprops,0,1,0,0,0,1,0,0,0,10,15,0.106,37,3,0,0,0,0,0,0,2,2,0
org.apache.hadoop.hbase.regionserver.teststorescanner.testdeleteversionmaskingmultipleputs,0,1,0,0,0,1,0,0,0,3,10,0.012,55,19,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testscandeletetracker.testdeletedby_deletefamily,0,0,0,1,0,1,0,0,0,1,6,0.09,11,5,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testfamilywithandwithoutcolon,0,0,0,0,0,0,0,0,0,1,8,0.288,128,40,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testkeyvalueskiplistset.testadd,0,1,0,1,0,1,0,0,0,7,15,0.05,58,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testfulllogreconstruction.testreconstruction,0,1,1,0,1,0,0,0,0,2,28,175.164,895,208,1,1,1,2,2,2,2,2,0
org.apache.hadoop.hbase.testserialization.testresultarray,0,1,0,0,0,1,0,0,0,3,23,0.053,54,10,0,0,1,1,1,1,1,1,0
org.apache.hadoop.hbase.stargate.auth.testhbcauthenticator.testgetuserunknown,0,0,0,0,0,0,0,0,1,1,2,0.001,6,2,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testscanner_explicitcolumns_frommemstoreandfiles_enforceversions,0,1,0,1,0,1,0,0,0,2,15,0.402,189,60,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testget_basic,0,1,0,1,0,1,0,0,0,5,11,0.244,125,41,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testretainsdeletecolumn,0,1,0,1,0,1,0,0,0,2,8,0.001,33,13,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.teststore.testget_frommemstoreandfiles,0,0,0,1,0,1,0,0,0,0,10,0.355,156,48,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testserialization.testserverinfo,0,0,0,0,0,1,0,0,0,1,4,0.085,19,6,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.stargate.model.testtableregionmodel.testbuildmodel,0,0,0,0,0,0,0,0,0,0,0,0.021,3,2,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testgetscanner_withokfamilies,0,0,0,0,0,1,0,0,0,1,9,0.229,113,37,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testwhilematchfilterwithfilterrowkey,0,0,1,0,0,1,0,0,0,1,16,0.378,208,63,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testscandeletetracker.testdeletedby_delete,0,0,0,1,0,1,0,0,0,1,5,0.098,23,7,0,0,0,0,1,1,1,1,0
org.apache.hadoop.hbase.regionserver.teststore.testget_frommemstoreonly,0,0,0,1,0,0,0,0,0,0,6,2.841,137,43,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.testserialization.testresultempty,0,1,0,0,0,1,0,0,0,2,6,0.054,14,4,0,0,0,0,0,0,1,1,0
org.apache.hadoop.hbase.regionserver.testhregion.testdeleterowwithfuturets,0,1,0,1,0,1,0,0,0,2,14,0.399,124,40,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testkeyvalueheap.testsorted,0,1,1,1,0,1,0,0,0,3,39,0.952,97,17,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.auth.testjdbcauthenticator.testgetplainuser,0,1,0,0,0,0,0,0,1,4,0,0.144,15,4,0,0,0,0,0,1,1,1,0
org.apache.hadoop.hbase.regionserver.testgetdeletetracker.teststackoverflow,0,0,0,1,0,0,0,0,0,1,5,0.083,18,6,0,0,0,0,0,0,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testget_basic_notfound,0,0,0,1,0,1,0,0,0,1,19,0.08,53,18,0,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testhregion.testweirdcachebehaviour,0,1,0,0,0,0,0,0,0,6,13,2.41,211,69,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testsinglecolumnvaluefilter.testserialization,0,0,0,0,0,0,0,0,0,0,1,0.624,129,20,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.regionserver.testmemstore.testkeepdeleteinmemstore,0,1,0,1,0,1,0,0,0,2,13,0.001,34,12,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.zookeeper.testhquorumpeer.testconfiginjection,0,1,0,0,0,1,0,0,0,10,24,0.223,38,6,0,0,0,0,1,1,2,2,0
org.apache.hadoop.hbase.testserialization.testput,0,1,0,0,0,1,0,0,0,3,28,0.05,70,9,0,0,1,1,1,1,2,2,0
org.apache.hadoop.hbase.filter.testfilter.testrowfilter,0,0,0,0,0,1,0,0,0,0,15,0.505,227,67,1,1,1,1,1,1,2,2,0
org.apache.hadoop.hbase.stargate.auth.testjdbcauthenticator.testgetuserunknown,0,0,0,0,0,0,0,0,1,1,0,0.001,15,3,0,0,0,0,0,1,1,1,0
